dataset,distribution,dataset_size,precision,rep,algorithm,checkpoint,stream_index,true_cardinality,estimated_cardinality,relative_error
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,232279,232279,232279,234010,0.00745125
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,387465,387465,387465,391141,0.00948774
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,646330,646330,646330,650004,0.00568417
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,1078144,1078144,1078144,1.09663e+06,0.0171461
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,1798453,1798453,1798453,1.81971e+06,0.0118196
clustered_wave_3m_3000000.txt,clustered_wave_3m,3000000,14,2,hll++,3000000,3000000,3000000,2.99837e+06,0.000542773
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,55651,55651,55651,54784,0.0155799
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,92832,92832,92832,91583.4,0.0134498
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,154853,154853,154853,153251,0.0103461
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,258310,258310,258310,259586,0.00493821
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,430887,430887,430887,433459,0.00596895
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,718763,718763,718763,720495,0.00240983
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,1198969,1198969,1198969,1.20304e+06,0.00339537
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,ll,2000000,2000000,2000000,1.99285e+06,0.00357443
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,55651,55651,55651,56975.8,0.0238046
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,55651,55651,55651,55464.6,0.00334896
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,0,hll++,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,55651,55651,55651,54784,0.0155799
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,92832,92832,92832,91583.4,0.0134498
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,154853,154853,154853,153251,0.0103461
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,258310,258310,258310,259586,0.00493821
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,430887,430887,430887,433459,0.00596895
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,718763,718763,718763,720495,0.00240983
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,1198969,1198969,1198969,1.20304e+06,0.00339537
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,ll,2000000,2000000,2000000,1.99285e+06,0.00357443
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,55651,55651,55651,56975.8,0.0238046
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,55651,55651,55651,55464.6,0.00334896
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,1,hll++,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,55651,55651,55651,54784,0.0155799
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,92832,92832,92832,91583.4,0.0134498
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,154853,154853,154853,153251,0.0103461
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,258310,258310,258310,259586,0.00493821
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,430887,430887,430887,433459,0.00596895
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,718763,718763,718763,720495,0.00240983
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,1198969,1198969,1198969,1.20304e+06,0.00339537
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,ll,2000000,2000000,2000000,1.99285e+06,0.00357443
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,55651,55651,55651,56975.8,0.0238046
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,20000,20000,20000,20111,0.00555245
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,33362,33362,33362,33627.6,0.00796073
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,55651,55651,55651,55464.6,0.00334896
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,92832,92832,92832,92617.6,0.00230927
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,154853,154853,154853,154553,0.0019377
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,258310,258310,258310,260734,0.00938401
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,430887,430887,430887,431657,0.00178669
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,718763,718763,718763,724227,0.00760202
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,1198969,1198969,1198969,1.20126e+06,0.00191216
uniform_2m_2000000.txt,uniform_2m,2000000,14,2,hll++,2000000,2000000,2000000,2.00581e+06,0.00290526
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,50000,50000,50000,50046.2,0.000923951
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,83405,83405,83405,83095.3,0.00371326
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,139128,139128,139128,138889,0.00172114
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,232079,232079,232079,232783,0.00303208
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,387132,387132,387132,386326,0.00208204
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,645775,645775,645775,647032,0.00194662
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,1077217,1077217,1077217,1.08239e+06,0.00480101
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,1796907,1796907,1796907,1.79231e+06,0.00255923
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,2997421,2997421,2997421,2.96886e+06,0.0095298
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,ll,5000000,5000000,5000000,5.004e+06,0.000799471
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,50000,50000,50000,49990.8,0.000183604
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,83405,83405,83405,83541.1,0.00163184
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,139128,139128,139128,138625,0.00361518
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,232079,232079,232079,232692,0.0026424
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,387132,387132,387132,383699,0.00886675
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,645775,645775,645775,642075,0.00572964
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,1077217,1077217,1077217,1.07924e+06,0.00187579
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,1796907,1796907,1796907,1.78827e+06,0.00480856
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,2997421,2997421,2997421,2.95371e+06,0.0145845
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll,5000000,5000000,5000000,4.99654e+06,0.000691545
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,50000,50000,50000,50098.9,0.00197768
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,83405,83405,83405,83541.1,0.00163184
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,139128,139128,139128,138625,0.00361518
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,232079,232079,232079,232692,0.0026424
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,387132,387132,387132,383699,0.00886675
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,645775,645775,645775,642075,0.00572964
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,1077217,1077217,1077217,1.07924e+06,0.00187579
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,1796907,1796907,1796907,1.78827e+06,0.00480856
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,2997421,2997421,2997421,2.95371e+06,0.0145845
uniform_5m_5000000.txt,uniform_5m,5000000,14,0,hll++,5000000,5000000,5000000,4.99654e+06,0.000691545
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,50000,50000,50000,50046.2,0.000923951
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,83405,83405,83405,83095.3,0.00371326
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,139128,139128,139128,138889,0.00172114
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,232079,232079,232079,232783,0.00303208
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,387132,387132,387132,386326,0.00208204
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,645775,645775,645775,647032,0.00194662
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,1077217,1077217,1077217,1.08239e+06,0.00480101
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,1796907,1796907,1796907,1.79231e+06,0.00255923
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,2997421,2997421,2997421,2.96886e+06,0.0095298
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,ll,5000000,5000000,5000000,5.004e+06,0.000799471
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,50000,50000,50000,49990.8,0.000183604
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,83405,83405,83405,83541.1,0.00163184
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,139128,139128,139128,138625,0.00361518
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,232079,232079,232079,232692,0.0026424
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,387132,387132,387132,383699,0.00886675
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,645775,645775,645775,642075,0.00572964
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,1077217,1077217,1077217,1.07924e+06,0.00187579
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,1796907,1796907,1796907,1.78827e+06,0.00480856
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,2997421,2997421,2997421,2.95371e+06,0.0145845
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll,5000000,5000000,5000000,4.99654e+06,0.000691545
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,50000,50000,50000,50098.9,0.00197768
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,83405,83405,83405,83541.1,0.00163184
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,139128,139128,139128,138625,0.00361518
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,232079,232079,232079,232692,0.0026424
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,387132,387132,387132,383699,0.00886675
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,645775,645775,645775,642075,0.00572964
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,1077217,1077217,1077217,1.07924e+06,0.00187579
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,1796907,1796907,1796907,1.78827e+06,0.00480856
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,2997421,2997421,2997421,2.95371e+06,0.0145845
uniform_5m_5000000.txt,uniform_5m,5000000,14,1,hll++,5000000,5000000,5000000,4.99654e+06,0.000691545
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,50000,50000,50000,50046.2,0.000923951
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,83405,83405,83405,83095.3,0.00371326
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,139128,139128,139128,138889,0.00172114
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,232079,232079,232079,232783,0.00303208
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,387132,387132,387132,386326,0.00208204
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,645775,645775,645775,647032,0.00194662
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,1077217,1077217,1077217,1.08239e+06,0.00480101
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,1796907,1796907,1796907,1.79231e+06,0.00255923
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,2997421,2997421,2997421,2.96886e+06,0.0095298
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,ll,5000000,5000000,5000000,5.004e+06,0.000799471
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,50000,50000,50000,49990.8,0.000183604
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,83405,83405,83405,83541.1,0.00163184
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,139128,139128,139128,138625,0.00361518
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,232079,232079,232079,232692,0.0026424
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,387132,387132,387132,383699,0.00886675
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,645775,645775,645775,642075,0.00572964
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,1077217,1077217,1077217,1.07924e+06,0.00187579
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,1796907,1796907,1796907,1.78827e+06,0.00480856
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,2997421,2997421,2997421,2.95371e+06,0.0145845
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll,5000000,5000000,5000000,4.99654e+06,0.000691545
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,50000,50000,50000,50098.9,0.00197768
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,83405,83405,83405,83541.1,0.00163184
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,139128,139128,139128,138625,0.00361518
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,232079,232079,232079,232692,0.0026424
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,387132,387132,387132,383699,0.00886675
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,645775,645775,645775,642075,0.00572964
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,1077217,1077217,1077217,1.07924e+06,0.00187579
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,1796907,1796907,1796907,1.78827e+06,0.00480856
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,2997421,2997421,2997421,2.95371e+06,0.0145845
uniform_5m_5000000.txt,uniform_5m,5000000,14,2,hll++,5000000,5000000,5000000,4.99654e+06,0.000691545
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,64577,64577,64577,65204.6,0.00971904
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,107722,107722,107722,110471,0.0255184
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,179691,179691,179691,186049,0.0353814
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,299742,299742,299742,307164,0.0247606
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,ll,500000,500000,500000,505730,0.0114608
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,64577,64577,64577,64793.3,0.00334907
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,107722,107722,107722,109151,0.0132678
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,179691,179691,179691,183386,0.0205657
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,299742,299742,299742,305096,0.0178634
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll,500000,500000,500000,503754,0.00750826
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,64577,64577,64577,64266.5,0.00480758
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,107722,107722,107722,109151,0.0132678
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,179691,179691,179691,183386,0.0205657
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,299742,299742,299742,305096,0.0178634
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,0,hll++,500000,500000,500000,503754,0.00750826
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,64577,64577,64577,65204.6,0.00971904
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,107722,107722,107722,110471,0.0255184
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,179691,179691,179691,186049,0.0353814
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,299742,299742,299742,307164,0.0247606
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,ll,500000,500000,500000,505730,0.0114608
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,23208,23208,23208,23142.6,0.00281672
