dataset,distribution,dataset_size,precision,rep,algorithm,checkpoint,stream_index,true_cardinality,estimated_cardinality,relative_error
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,64577,64577,64577,64793.3,0.00334907
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,107722,107722,107722,109151,0.0132678
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,179691,179691,179691,183386,0.0205657
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,299742,299742,299742,305096,0.0178634
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll,500000,500000,500000,503754,0.00750826
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,64577,64577,64577,64266.5,0.00480758
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,107722,107722,107722,109151,0.0132678
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,179691,179691,179691,183386,0.0205657
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,299742,299742,299742,305096,0.0178634
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,1,hll++,500000,500000,500000,503754,0.00750826
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,64577,64577,64577,65204.6,0.00971904
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,107722,107722,107722,110471,0.0255184
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,179691,179691,179691,186049,0.0353814
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,299742,299742,299742,307164,0.0247606
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,ll,500000,500000,500000,505730,0.0114608
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,64577,64577,64577,64793.3,0.00334907
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,107722,107722,107722,109151,0.0132678
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,179691,179691,179691,183386,0.0205657
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,299742,299742,299742,305096,0.0178634
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll,500000,500000,500000,503754,0.00750826
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,5000,5000,5000,5055.6,0.0111198
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,8341,8341,8341,8328.42,0.00150842
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,13913,13913,13913,13883.8,0.00209912
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,23208,23208,23208,23142.6,0.00281672
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,38713,38713,38713,38560.5,0.00394
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,64577,64577,64577,64266.5,0.00480758
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,107722,107722,107722,109151,0.0132678
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,179691,179691,179691,183386,0.0205657
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,299742,299742,299742,305096,0.0178634
uniform_small_500k_500000.txt,uniform_small_500k,500000,14,2,hll++,500000,500000,500000,503754,0.00750826
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,49924,77867,49924,49710.7,0.00427287
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,83279,133289,83279,82993.4,0.00342932
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,138918,228975,138918,140347,0.0102902
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,231729,394364,231729,234721,0.0129114
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,386547,677431,386547,391145,0.011894
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,644799,1163656,644799,651758,0.0107917
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,ll,1075590,2000000,1075590,1.08367e+06,0.0075137
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,49924,77867,49924,49594,0.0066102
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,83279,133289,83279,82922.4,0.0042822
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,138918,228975,138918,140190,0.00915823
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,231729,394364,231729,234692,0.0127867
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,386547,677431,386547,389247,0.00698508
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,644799,1163656,644799,647296,0.00387268
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll,1075590,2000000,1075590,1.07651e+06,0.000853691
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,49924,77867,49924,49541.7,0.00765677
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,83279,133289,83279,82922.4,0.0042822
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,138918,228975,138918,140190,0.00915823
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,231729,394364,231729,234692,0.0127867
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,386547,677431,386547,389247,0.00698508
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,644799,1163656,644799,647296,0.00387268
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,0,hll++,1075590,2000000,1075590,1.07651e+06,0.000853691
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,49924,77867,49924,49710.7,0.00427287
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,83279,133289,83279,82993.4,0.00342932
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,138918,228975,138918,140347,0.0102902
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,231729,394364,231729,234721,0.0129114
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,386547,677431,386547,391145,0.011894
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,644799,1163656,644799,651758,0.0107917
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,ll,1075590,2000000,1075590,1.08367e+06,0.0075137
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,49924,77867,49924,49594,0.0066102
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,83279,133289,83279,82922.4,0.0042822
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,138918,228975,138918,140190,0.00915823
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,231729,394364,231729,234692,0.0127867
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,386547,677431,386547,389247,0.00698508
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,644799,1163656,644799,647296,0.00387268
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll,1075590,2000000,1075590,1.07651e+06,0.000853691
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,49924,77867,49924,49541.7,0.00765677
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,83279,133289,83279,82922.4,0.0042822
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,138918,228975,138918,140190,0.00915823
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,231729,394364,231729,234692,0.0127867
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,386547,677431,386547,389247,0.00698508
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,644799,1163656,644799,647296,0.00387268
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,1,hll++,1075590,2000000,1075590,1.07651e+06,0.000853691
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,49924,77867,49924,49710.7,0.00427287
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,83279,133289,83279,82993.4,0.00342932
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,138918,228975,138918,140347,0.0102902
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,231729,394364,231729,234721,0.0129114
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,386547,677431,386547,391145,0.011894
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,644799,1163656,644799,651758,0.0107917
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,ll,1075590,2000000,1075590,1.08367e+06,0.0075137
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,49924,77867,49924,49594,0.0066102
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,83279,133289,83279,82922.4,0.0042822
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,138918,228975,138918,140190,0.00915823
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,231729,394364,231729,234692,0.0127867
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,386547,677431,386547,389247,0.00698508
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,644799,1163656,644799,647296,0.00387268
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll,1075590,2000000,1075590,1.07651e+06,0.000853691
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,10756,15386,10756,10748,0.000746879
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,17942,26354,17942,18045.7,0.00578132
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,29929,45256,29929,29767.3,0.00540271
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,49924,77867,49924,49541.7,0.00765677
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,83279,133289,83279,82922.4,0.0042822
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,138918,228975,138918,140190,0.00915823
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,231729,394364,231729,234692,0.0127867
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,386547,677431,386547,389247,0.00698508
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,644799,1163656,644799,647296,0.00387268
zipf_heavy_2m_2000000.txt,zipf_heavy_2m,2000000,14,2,hll++,1075590,2000000,1075590,1.07651e+06,0.000853691
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,744,2087,744,746.763,0.00371321
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,1241,3777,1241,1249.45,0.00681202
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,2069,6910,2069,2082.97,0.00675274
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,3452,12810,3452,3462.38,0.00300762
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,44584,271523,44584,44653.4,0.00155709
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,ll,74370,499993,74370,75027.9,0.00884684
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,744,2087,744,746.763,0.00371321
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,1241,3777,1241,1249.45,0.00681202
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,2069,6910,2069,2082.97,0.00675274
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,3452,12810,3452,3462.38,0.00300762
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,44584,271523,44584,44568.9,0.000338397
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll,74370,499993,74370,74750.3,0.00511378
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,744,2087,744,744,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,1241,3777,1241,1241,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,2069,6910,2069,2069,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,3452,12810,3452,3452,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,44584,271523,44584,44665.3,0.00182412
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,0,hll++,74370,499993,74370,74497.3,0.00171174
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,744,2087,744,746.763,0.00371321
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,1241,3777,1241,1249.45,0.00681202
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,2069,6910,2069,2082.97,0.00675274
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,3452,12810,3452,3462.38,0.00300762
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,44584,271523,44584,44653.4,0.00155709
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,ll,74370,499993,74370,75027.9,0.00884684
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,744,2087,744,746.763,0.00371321
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,1241,3777,1241,1249.45,0.00681202
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,2069,6910,2069,2082.97,0.00675274
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,3452,12810,3452,3462.38,0.00300762
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,44584,271523,44584,44568.9,0.000338397
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll,74370,499993,74370,74750.3,0.00511378
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,744,2087,744,744,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,1241,3777,1241,1241,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,2069,6910,2069,2069,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,3452,12810,3452,3452,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,44584,271523,44584,44665.3,0.00182412
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,1,hll++,74370,499993,74370,74497.3,0.00171174
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,744,2087,744,746.763,0.00371321
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,1241,3777,1241,1249.45,0.00681202
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,2069,6910,2069,2082.97,0.00675274
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,3452,12810,3452,3462.38,0.00300762
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,44584,271523,44584,44653.4,0.00155709
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,ll,74370,499993,74370,75027.9,0.00884684
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,744,2087,744,746.763,0.00371321
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,1241,3777,1241,1249.45,0.00681202
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,2069,6910,2069,2082.97,0.00675274
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,3452,12810,3452,3462.38,0.00300762
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,44584,271523,44584,44568.9,0.000338397
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll,74370,499993,74370,74750.3,0.00511378
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,744,2087,744,744,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,1241,3777,1241,1241,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,2069,6910,2069,2069,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,3452,12810,3452,3452,0
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,5758,23533,5758,5777.89,0.00345517
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,9605,43381,9605,9625.3,0.00211322
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,16023,79813,16023,15871.1,0.00947904
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,26727,147199,26727,26594.6,0.00495469
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,44584,271523,44584,44665.3,0.00182412
zipf_light_500k_500000.txt,zipf_light_500k,500000,14,2,hll++,74370,499993,74370,74497.3,0.00171174
